,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,ORCL_BALANCE_SHEET_reportedCurrency,ORCL_BALANCE_SHEET_totalAssets,ORCL_BALANCE_SHEET_totalCurrentAssets,ORCL_BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,ORCL_BALANCE_SHEET_cashAndShortTermInvestments,ORCL_BALANCE_SHEET_inventory,ORCL_BALANCE_SHEET_currentNetReceivables,ORCL_BALANCE_SHEET_totalNonCurrentAssets,ORCL_BALANCE_SHEET_propertyPlantEquipment,ORCL_BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,ORCL_BALANCE_SHEET_intangibleAssets,ORCL_BALANCE_SHEET_intangibleAssetsExcludingGoodwill,ORCL_BALANCE_SHEET_goodwill,ORCL_BALANCE_SHEET_investments,ORCL_BALANCE_SHEET_longTermInvestments,ORCL_BALANCE_SHEET_shortTermInvestments,ORCL_BALANCE_SHEET_otherCurrentAssets,ORCL_BALANCE_SHEET_otherNonCurrentAssets,ORCL_BALANCE_SHEET_totalLiabilities,ORCL_BALANCE_SHEET_totalCurrentLiabilities,ORCL_BALANCE_SHEET_currentAccountsPayable,ORCL_BALANCE_SHEET_deferredRevenue,ORCL_BALANCE_SHEET_currentDebt,ORCL_BALANCE_SHEET_shortTermDebt,ORCL_BALANCE_SHEET_totalNonCurrentLiabilities,ORCL_BALANCE_SHEET_capitalLeaseObligations,ORCL_BALANCE_SHEET_longTermDebt,ORCL_BALANCE_SHEET_currentLongTermDebt,ORCL_BALANCE_SHEET_longTermDebtNoncurrent,ORCL_BALANCE_SHEET_shortLongTermDebtTotal,ORCL_BALANCE_SHEET_otherCurrentLiabilities,ORCL_BALANCE_SHEET_otherNonCurrentLiabilities,ORCL_BALANCE_SHEET_totalShareholderEquity,ORCL_BALANCE_SHEET_treasuryStock,ORCL_BALANCE_SHEET_retainedEarnings,ORCL_BALANCE_SHEET_commonStock,ORCL_BALANCE_SHEET_commonStockSharesOutstanding,ORCL_CASH_FLOW_reportedCurrency,ORCL_CASH_FLOW_operatingCashflow,ORCL_CASH_FLOW_paymentsForOperatingActivities,ORCL_CASH_FLOW_proceedsFromOperatingActivities,ORCL_CASH_FLOW_changeInOperatingLiabilities,ORCL_CASH_FLOW_changeInOperatingAssets,ORCL_CASH_FLOW_depreciationDepletionAndAmortization,ORCL_CASH_FLOW_capitalExpenditures,ORCL_CASH_FLOW_changeInReceivables,ORCL_CASH_FLOW_changeInInventory,ORCL_CASH_FLOW_profitLoss,ORCL_CASH_FLOW_cashflowFromInvestment,ORCL_CASH_FLOW_cashflowFromFinancing,ORCL_CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,ORCL_CASH_FLOW_paymentsForRepurchaseOfCommonStock,ORCL_CASH_FLOW_paymentsForRepurchaseOfEquity,ORCL_CASH_FLOW_paymentsForRepurchaseOfPreferredStock,ORCL_CASH_FLOW_dividendPayout,ORCL_CASH_FLOW_dividendPayoutCommonStock,ORCL_CASH_FLOW_dividendPayoutPreferredStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfCommonStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ORCL_CASH_FLOW_proceedsFromIssuanceOfPreferredStock,ORCL_CASH_FLOW_proceedsFromRepurchaseOfEquity,ORCL_CASH_FLOW_proceedsFromSaleOfTreasuryStock,ORCL_CASH_FLOW_changeInCashAndCashEquivalents,ORCL_CASH_FLOW_changeInExchangeRate,ORCL_CASH_FLOW_netIncome,ORCL_INCOME_STATEMENT_reportedCurrency,ORCL_INCOME_STATEMENT_grossProfit,ORCL_INCOME_STATEMENT_totalRevenue,ORCL_INCOME_STATEMENT_costOfRevenue,ORCL_INCOME_STATEMENT_costofGoodsAndServicesSold,ORCL_INCOME_STATEMENT_operatingIncome,ORCL_INCOME_STATEMENT_sellingGeneralAndAdministrative,ORCL_INCOME_STATEMENT_researchAndDevelopment,ORCL_INCOME_STATEMENT_operatingExpenses,ORCL_INCOME_STATEMENT_investmentIncomeNet,ORCL_INCOME_STATEMENT_netInterestIncome,ORCL_INCOME_STATEMENT_interestIncome,ORCL_INCOME_STATEMENT_interestExpense,ORCL_INCOME_STATEMENT_nonInterestIncome,ORCL_INCOME_STATEMENT_otherNonOperatingIncome,ORCL_INCOME_STATEMENT_depreciation,ORCL_INCOME_STATEMENT_depreciationAndAmortization,ORCL_INCOME_STATEMENT_incomeBeforeTax,ORCL_INCOME_STATEMENT_incomeTaxExpense,ORCL_INCOME_STATEMENT_interestAndDebtExpense,ORCL_INCOME_STATEMENT_netIncomeFromContinuingOperations,ORCL_INCOME_STATEMENT_comprehensiveIncomeNetOfTax,ORCL_INCOME_STATEMENT_ebit,ORCL_INCOME_STATEMENT_ebitda,ORCL_INCOME_STATEMENT_netIncome,ORCL_EARNINGS_reportedDate,ORCL_EARNINGS_reportedEPS,ORCL_EARNINGS_estimatedEPS,ORCL_EARNINGS_surprise,ORCL_EARNINGS_surprisePercentage,ORCL_EARNINGS_reportTime,ORCL_SHARES_OUTSTANDING_shares_outstanding_diluted,ORCL_SHARES_OUTSTANDING_shares_outstanding_basic
2021-03-31,64.9500,73.6200,64.7700,70.1700,65.6968,385411900,0.0000,USD,118109000000,43744000000,22321000000,22321000000,-10000000,4637000000,74365000000,6816000000,None,2754000000,2754000000,43954000000,None,None,13543000000,3233000000,None,108472000000,20250000000,812000000,None,None,5758000000,88222000000,None,63541000000,5758000000,None,69299000000,-6724000000,16789000000,8900000000,None,-16206000000,26261000000,2994000000,USD,3704000000,None,None,None,None,732000000,414000000,-174000000,64000000,None,-3384000000,-6129000000,None,None,None,None,699000000,699000000,None,None,None,None,-4073000000,None,-5809000000,None,5021000000,USD,8170000000,10085000000,1915000000,1915000000,3878000000,330000000,1621000000,4292000000,None,-585000000,23000000,585000000,None,None,None,732000000,3276000000,-1745000000,None,5038000000,None,3861000000,4593000000,5021000000,2021-03-10,1.16,1.11,0.05,4.5045,post-market,2994000000,2913000000
2021-04-30,70.4600,80.2100,70.3350,75.7900,71.2651,274748750,0.3200,USD,118109000000,43744000000,22321000000,22321000000,-10000000,4637000000,74365000000,6816000000,None,2754000000,2754000000,43954000000,None,None,13543000000,3233000000,None,108472000000,20250000000,812000000,None,None,5758000000,88222000000,None,63541000000,5758000000,None,69299000000,-6724000000,16789000000,8900000000,None,-16206000000,26261000000,2994000000,USD,3704000000,None,None,None,None,732000000,414000000,-174000000,64000000,None,-3384000000,-6129000000,None,None,None,None,699000000,699000000,None,None,None,None,-4073000000,None,-5809000000,None,5021000000,USD,8170000000,10085000000,1915000000,1915000000,3878000000,330000000,1621000000,4292000000,None,-585000000,23000000,585000000,None,None,None,732000000,3276000000,-1745000000,None,5038000000,None,3861000000,4593000000,5021000000,2021-03-10,1.16,1.11,0.05,4.5045,post-market,2994000000,2913000000
2021-05-28,76.2800,80.7233,76.0800,78.7400,74.0390,216323939,0.0000,USD,118109000000,43744000000,22321000000,22321000000,-10000000,4637000000,74365000000,6816000000,None,2754000000,2754000000,43954000000,None,None,13543000000,3233000000,None,108472000000,20250000000,812000000,None,None,5758000000,88222000000,None,63541000000,5758000000,None,69299000000,-6724000000,16789000000,8900000000,None,-16206000000,26261000000,2994000000,USD,3704000000,None,None,None,None,732000000,414000000,-174000000,64000000,None,-3384000000,-6129000000,None,None,None,None,699000000,699000000,None,None,None,None,-4073000000,None,-5809000000,None,5021000000,USD,8170000000,10085000000,1915000000,1915000000,3878000000,330000000,1621000000,4292000000,None,-585000000,23000000,585000000,None,None,None,732000000,3276000000,-1745000000,None,5038000000,None,3861000000,4593000000,5021000000,2021-03-10,1.16,1.11,0.05,4.5045,post-market,2994000000,2913000000
2021-06-30,79.5800,85.0300,75.9000,77.8400,73.1927,276609861,0.0000,USD,131107000000,55567000000,30098000000,30098000000,142000000,5409000000,75540000000,7049000000,None,2430000000,2430000000,43935000000,None,None,16456000000,3604000000,None,125155000000,24164000000,745000000,None,None,8250000000,100991000000,None,75995000000,8250000000,None,84245000000,-5951000000,17132000000,5238000000,None,-20120000000,26533000000,2949007000,USD,4842000000,None,None,None,None,752000000,717000000,-948000000,-1472000000,None,-3911000000,6798000000,None,None,None,None,917000000,917000000,None,None,None,None,-8045000000,None,7729000000,None,4032000000,USD,9105000000,11227000000,2122000000,2122000000,4541000000,305000000,1715000000,4564000000,None,-697000000,21000000,697000000,None,None,None,752000000,4156000000,124000000,None,3720000000,None,4853000000,5605000000,4033000000,2021-06-15,1.54,1.33,0.21,15.7895,post-market,2941000000,2849000000
2021-07-30,77.9800,91.2000,77.9100,87.1400,82.2345,278066443,0.3200,USD,131107000000,55567000000,30098000000,30098000000,142000000,5409000000,75540000000,7049000000,None,2430000000,2430000000,43935000000,None,None,16456000000,3604000000,None,125155000000,24164000000,745000000,None,None,8250000000,100991000000,None,75995000000,8250000000,None,84245000000,-5951000000,17132000000,5238000000,None,-20120000000,26533000000,2949007000,USD,4842000000,None,None,None,None,752000000,717000000,-948000000,-1472000000,None,-3911000000,6798000000,None,None,None,None,917000000,917000000,None,None,None,None,-8045000000,None,7729000000,None,4032000000,USD,9105000000,11227000000,2122000000,2122000000,4541000000,305000000,1715000000,4564000000,None,-697000000,21000000,697000000,None,None,None,752000000,4156000000,124000000,None,3720000000,None,4853000000,5605000000,4033000000,2021-06-15,1.54,1.33,0.21,15.7895,post-market,2941000000,2849000000
2021-08-31,87.7300,91.7750,87.0900,89.1300,84.1125,154854581,0.0000,USD,122924000000,47117000000,23059000000,23059000000,None,4482000000,75807000000,7610000000,None,2181000000,2181000000,43862000000,None,None,16251000000,3325000000,None,124054000000,23071000000,749000000,None,None,6748000000,100983000000,None,75970000000,6748000000,None,82718000000,-6752000000,5050000000,-1541000000,None,-25679000000,25534000000,2861000000,USD,5391000000,None,None,None,None,757000000,1062000000,852000000,49000000,None,-781000000,-11468000000,None,None,None,None,887000000,887000000,None,None,None,None,-8815000000,None,-6858000000,None,2457000000,USD,7625000000,9728000000,2103000000,2103000000,3427000000,298000000,1684000000,4198000000,None,-685000000,20000000,705000000,None,None,None,757000000,2681000000,224000000,None,2457000000,None,3386000000,4143000000,2457000000,2021-09-13,1.03,0.97,0.06,6.1856,post-market,2861000000,2769000000
2021-09-30,89.2600,92.2700,84.7300,87.1300,82.2251,299393766,0.0000,USD,122924000000,47117000000,23059000000,23059000000,None,4482000000,75807000000,7610000000,None,2181000000,2181000000,43862000000,None,None,16251000000,3325000000,None,124054000000,23071000000,749000000,None,None,6748000000,100983000000,None,75970000000,6748000000,None,82718000000,-6752000000,5050000000,-1541000000,None,-25679000000,25534000000,2861000000,USD,5391000000,None,None,None,None,757000000,1062000000,852000000,49000000,None,-781000000,-11468000000,None,None,None,None,887000000,887000000,None,None,None,None,-8815000000,None,-6858000000,None,2457000000,USD,7625000000,9728000000,2103000000,2103000000,3427000000,298000000,1684000000,4198000000,None,-685000000,20000000,705000000,None,None,None,757000000,2681000000,224000000,None,2457000000,None,3386000000,4143000000,2457000000,2021-09-13,1.03,0.97,0.06,6.1856,post-market,2861000000,2769000000
2021-10-29,87.7600,98.9500,87.5950,95.9400,90.8461,177727462,0.3200,USD,122924000000,47117000000,23059000000,23059000000,None,4482000000,75807000000,7610000000,None,2181000000,2181000000,43862000000,None,None,16251000000,3325000000,None,124054000000,23071000000,749000000,None,None,6748000000,100983000000,None,75970000000,6748000000,None,82718000000,-6752000000,5050000000,-1541000000,None,-25679000000,25534000000,2861000000,USD,5391000000,None,None,None,None,757000000,1062000000,852000000,49000000,None,-781000000,-11468000000,None,None,None,None,887000000,887000000,None,None,None,None,-8815000000,None,-6858000000,None,2457000000,USD,7625000000,9728000000,2103000000,2103000000,3427000000,298000000,1684000000,4198000000,None,-685000000,20000000,705000000,None,None,None,757000000,2681000000,224000000,None,2457000000,None,3386000000,4143000000,2457000000,2021-09-13,1.03,0.97,0.06,6.1856,post-market,2861000000,2769000000
2021-11-30,96.0000,96.9600,90.6100,90.7400,85.9222,155741014,0.0000,USD,106897000000,31078000000,17938000000,17938000000,None,4462000000,75819000000,8029000000,None,1881000000,1881000000,43842000000,None,None,4900000000,3778000000,None,116555000000,18881000000,1034000000,None,None,4998000000,97674000000,None,73433000000,4998000000,None,78431000000,-7210000000,17464000000,-10101000000,None,-34076000000,25591000000,2694003000,USD,-3682000000,None,None,None,None,759000000,925000000,-63000000,-635000000,None,10730000000,-12053000000,None,None,None,None,861000000,861000000,None,None,None,None,-7076000000,None,-5005000000,None,-1248000000,USD,8201000000,10360000000,2159000000,2159000000,-824000000,319000000,1754000000,9039000000,None,-658000000,21000000,679000000,None,None,None,759000000,-1496000000,-249000000,None,-1254000000,None,-817000000,-58000000,-1247000000,2021-12-09,1.21,1.11,0.1,9.009,post-market,2694000000,2694000000
2021-12-31,91.6900,106.3400,87.1800,87.2100,82.5796,270997834,0.0000,USD,106897000000,31078000000,17938000000,17938000000,None,4462000000,75819000000,8029000000,None,1881000000,1881000000,43842000000,None,None,4900000000,3778000000,None,116555000000,18881000000,1034000000,None,None,4998000000,97674000000,None,73433000000,4998000000,None,78431000000,-7210000000,17464000000,-10101000000,None,-34076000000,25591000000,2694003000,USD,-3682000000,None,None,None,None,759000000,925000000,-63000000,-635000000,None,10730000000,-12053000000,None,None,None,None,861000000,861000000,None,None,None,None,-7076000000,None,-5005000000,None,-1248000000,USD,8201000000,10360000000,2159000000,2159000000,-824000000,319000000,1754000000,9039000000,None,-658000000,21000000,679000000,None,None,None,759000000,-1496000000,-249000000,None,-1254000000,None,-817000000,-58000000,-1247000000,2021-12-09,1.21,1.11,0.1,9.009,post-market,2694000000,2694000000
2022-01-31,87.3300,89.5843,78.5700,81.1600,77.1356,200185010,0.3200,USD,106897000000,31078000000,17938000000,17938000000,None,4462000000,75819000000,8029000000,None,1881000000,1881000000,43842000000,None,None,4900000000,3778000000,None,116555000000,18881000000,1034000000,None,None,4998000000,97674000000,None,73433000000,4998000000,None,78431000000,-7210000000,17464000000,-10101000000,None,-34076000000,25591000000,2694003000,USD,-3682000000,None,None,None,None,759000000,925000000,-63000000,-635000000,None,10730000000,-12053000000,None,None,None,None,861000000,861000000,None,None,None,None,-7076000000,None,-5005000000,None,-1248000000,USD,8201000000,10360000000,2159000000,2159000000,-824000000,319000000,1754000000,9039000000,None,-658000000,21000000,679000000,None,None,None,759000000,-1496000000,-249000000,None,-1254000000,None,-817000000,-58000000,-1247000000,2021-12-09,1.21,1.11,0.1,9.009,post-market,2694000000,2694000000
2022-02-28,81.4000,83.7800,70.2300,75.9700,72.2030,144657191,0.0000,USD,108644000000,31675000000,22682000000,22682000000,None,4588000000,76969000000,8609000000,None,1688000000,1688000000,43833000000,None,None,707000000,3698000000,None,116855000000,20833000000,1124000000,None,None,6248000000,96022000000,None,72165000000,6248000000,None,78413000000,-6578000000,17395000000,-8696000000,None,-33147000000,26129000000,2754000000,USD,3845000000,None,None,None,None,775000000,1101000000,-137000000,None,None,2432000000,-1579000000,None,None,None,None,855000000,855000000,None,None,None,None,-774000000,None,4698000000,None,2319000000,USD,8295000000,10513000000,2218000000,2218000000,3822000000,335000000,1816000000,4473000000,None,-651000000,16000000,667000000,None,None,None,775000000,2840000000,521000000,None,2634000000,None,3507000000,4282000000,2319000000,2022-03-10,1.13,1.18,-0.05,-4.2373,post-market,2754000000,2670000000
2022-03-31,75.9800,84.5100,73.1150,82.7300,78.6278,243349528,0.0000,USD,108644000000,31675000000,22682000000,22682000000,None,4588000000,76969000000,8609000000,None,1688000000,1688000000,43833000000,None,None,707000000,3698000000,None,116855000000,20833000000,1124000000,None,None,6248000000,96022000000,None,72165000000,6248000000,None,78413000000,-6578000000,17395000000,-8696000000,None,-33147000000,26129000000,2754000000,USD,3845000000,None,None,None,None,775000000,1101000000,-137000000,None,None,2432000000,-1579000000,None,None,None,None,855000000,855000000,None,None,None,None,-774000000,None,4698000000,None,2319000000,USD,8295000000,10513000000,2218000000,2218000000,3822000000,335000000,1816000000,4473000000,None,-651000000,16000000,667000000,None,None,None,775000000,2840000000,521000000,None,2634000000,None,3507000000,4282000000,2319000000,2022-03-10,1.13,1.18,-0.05,-4.2373,post-market,2754000000,2670000000
2022-04-29,83.0400,84.5200,73.1500,73.4000,70.0342,130738478,0.3200,USD,108644000000,31675000000,22682000000,22682000000,None,4588000000,76969000000,8609000000,None,1688000000,1688000000,43833000000,None,None,707000000,3698000000,None,116855000000,20833000000,1124000000,None,None,6248000000,96022000000,None,72165000000,6248000000,None,78413000000,-6578000000,17395000000,-8696000000,None,-33147000000,26129000000,2754000000,USD,3845000000,None,None,None,None,775000000,1101000000,-137000000,None,None,2432000000,-1579000000,None,None,None,None,855000000,855000000,None,None,None,None,-774000000,None,4698000000,None,2319000000,USD,8295000000,10513000000,2218000000,2218000000,3822000000,335000000,1816000000,4473000000,None,-651000000,16000000,667000000,None,None,None,775000000,2840000000,521000000,None,2634000000,None,3507000000,4282000000,2319000000,2022-03-10,1.13,1.18,-0.05,-4.2373,post-market,2754000000,2670000000
2022-05-31,73.9300,75.3500,66.7200,71.9200,68.6221,162434147,0.0000,USD,109297000000,31633000000,21383000000,21383000000,314000000,5953000000,77664000000,9716000000,None,1440000000,1440000000,43811000000,None,None,519000000,3778000000,None,115065000000,19511000000,1317000000,None,None,3749000000,95554000000,None,72110000000,3749000000,None,75859000000,-6122000000,5203000000,-6220000000,None,-31336000000,26808000000,2742000000,USD,3985000000,None,None,None,None,831000000,1423000000,-1526000000,586000000,None,-1161000000,-4026000000,None,None,None,None,854000000,854000000,None,None,None,None,-676000000,None,-1202000000,None,3189000000,USD,9444000000,11840000000,2397000000,2397000000,4503000000,364000000,1965000000,4941000000,None,-704000000,38000000,704000000,None,None,None,831000000,3624000000,435000000,None,3189000000,None,4328000000,5159000000,3189000000,2022-06-13,1.54,1.38,0.16,11.5942,post-market,2744000000,2667000000
2022-06-30,73.0200,74.8400,63.7600,69.8700,66.6661,219813870,0.0000,USD,109297000000,31633000000,21383000000,21383000000,314000000,5953000000,77664000000,9716000000,None,1440000000,1440000000,43811000000,None,None,519000000,3778000000,None,115065000000,19511000000,1317000000,None,None,3749000000,95554000000,None,72110000000,3749000000,None,75859000000,-6122000000,5203000000,-6220000000,None,-31336000000,26808000000,2742000000,USD,3985000000,None,None,None,None,831000000,1423000000,-1526000000,586000000,None,-1161000000,-4026000000,None,None,None,None,854000000,854000000,None,None,None,None,-676000000,None,-1202000000,None,3189000000,USD,9444000000,11840000000,2397000000,2397000000,4503000000,364000000,1965000000,4941000000,None,-704000000,38000000,704000000,None,None,None,831000000,3624000000,435000000,None,3189000000,None,4328000000,5159000000,3189000000,2022-06-13,1.54,1.38,0.16,11.5942,post-market,2744000000,2667000000
2022-07-29,69.8500,78.1600,68.2300,77.8400,74.6027,126255818,0.3200,USD,109297000000,31633000000,21383000000,21383000000,314000000,5953000000,77664000000,9716000000,None,1440000000,1440000000,43811000000,None,None,519000000,3778000000,None,115065000000,19511000000,1317000000,None,None,3749000000,95554000000,None,72110000000,3749000000,None,75859000000,-6122000000,5203000000,-6220000000,None,-31336000000,26808000000,2742000000,USD,3985000000,None,None,None,None,831000000,1423000000,-1526000000,586000000,None,-1161000000,-4026000000,None,None,None,None,854000000,854000000,None,None,None,None,-676000000,None,-1202000000,None,3189000000,USD,9444000000,11840000000,2397000000,2397000000,4503000000,364000000,1965000000,4941000000,None,-704000000,38000000,704000000,None,None,None,831000000,3624000000,435000000,None,3189000000,None,4328000000,5159000000,3189000000,2022-06-13,1.54,1.38,0.16,11.5942,post-market,2744000000,2667000000
2022-08-31,77.1800,79.8835,73.4600,74.1500,71.0661,117139028,0.0000,USD,130309000000,21004000000,10448000000,10448000000,None,5937000000,109305000000,12280000000,None,12499000000,12499000000,61629000000,None,None,772000000,3847000000,None,135758000000,34819000000,1461000000,None,None,16097000000,100939000000,None,75480000000,16097000000,None,91577000000,-5340000000,17766000000,-5875000000,None,-31134000000,27224000000,2747000000,USD,6394000000,None,None,None,None,1466000000,1719000000,761000000,None,None,-29436000000,12310000000,None,None,None,None,860000000,860000000,None,None,None,None,-1381000000,None,-10732000000,None,1548000000,USD,8408000000,11445000000,3037000000,3037000000,2623000000,411000000,2093000000,5785000000,None,-787000000,38000000,787000000,None,None,None,1466000000,1656000000,108000000,None,1728000000,None,2443000000,3909000000,1548000000,2022-09-12,1.03,1.08,-0.05,-4.6296,post-market,2747000000,2685000000
2022-09-30,74.1200,79.4101,60.7800,61.0700,58.5301,232828237,0.0000,USD,130309000000,21004000000,10448000000,10448000000,None,5937000000,109305000000,12280000000,None,12499000000,12499000000,61629000000,None,None,772000000,3847000000,None,135758000000,34819000000,1461000000,None,None,16097000000,100939000000,None,75480000000,16097000000,None,91577000000,-5340000000,17766000000,-5875000000,None,-31134000000,27224000000,2747000000,USD,6394000000,None,None,None,None,1466000000,1719000000,761000000,None,None,-29436000000,12310000000,None,None,None,None,860000000,860000000,None,None,None,None,-1381000000,None,-10732000000,None,1548000000,USD,8408000000,11445000000,3037000000,3037000000,2623000000,411000000,2093000000,5785000000,None,-787000000,38000000,787000000,None,None,None,1466000000,1656000000,108000000,None,1728000000,None,2443000000,3909000000,1548000000,2022-09-12,1.03,1.08,-0.05,-4.6296,post-market,2747000000,2685000000
2022-10-31,60.9900,78.3300,60.8050,78.0700,75.2068,200168178,0.3200,USD,130309000000,21004000000,10448000000,10448000000,None,5937000000,109305000000,12280000000,None,12499000000,12499000000,61629000000,None,None,772000000,3847000000,None,135758000000,34819000000,1461000000,None,None,16097000000,100939000000,None,75480000000,16097000000,None,91577000000,-5340000000,17766000000,-5875000000,None,-31134000000,27224000000,2747000000,USD,6394000000,None,None,None,None,1466000000,1719000000,761000000,None,None,-29436000000,12310000000,None,None,None,None,860000000,860000000,None,None,None,None,-1381000000,None,-10732000000,None,1548000000,USD,8408000000,11445000000,3037000000,3037000000,2623000000,411000000,2093000000,5785000000,None,-787000000,38000000,787000000,None,None,None,1466000000,1656000000,108000000,None,1728000000,None,2443000000,3909000000,1548000000,2022-09-12,1.03,1.08,-0.05,-4.6296,post-market,2747000000,2685000000
2022-11-30,78.6000,83.4850,74.0500,83.0300,79.9849,143314095,0.0000,USD,128469000000,17561000000,6813000000,6813000000,None,6197000000,110908000000,14351000000,None,11593000000,11593000000,61513000000,None,None,537000000,4014000000,None,132245000000,27106000000,1647000000,None,None,9746000000,105139000000,None,81173000000,9746000000,None,90919000000,-4120000000,5673000000,-4246000000,None,-30617000000,28148000000,2746000000,USD,849000000,None,None,None,None,1498000000,2435000000,-245000000,None,None,-2658000000,-1855000000,None,None,None,None,863000000,863000000,None,None,None,None,-514000000,None,-3664000000,None,1741000000,USD,8917000000,12275000000,3358000000,3358000000,3071000000,366000000,2158000000,5846000000,None,-894000000,52000000,856000000,None,None,None,1498000000,2144000000,403000000,None,1741000000,None,3000000000,4498000000,1741000000,2022-12-12,1.21,1.17,0.04,3.4188,post-market,2746000000,2695000000
2022-12-30,83.0500,85.5800,78.0600,81.7400,78.7422,172464399,0.0000,USD,128469000000,17561000000,6813000000,6813000000,None,6197000000,110908000000,14351000000,None,11593000000,11593000000,61513000000,None,None,537000000,4014000000,None,132245000000,27106000000,1647000000,None,None,9746000000,105139000000,None,81173000000,9746000000,None,90919000000,-4120000000,5673000000,-4246000000,None,-30617000000,28148000000,2746000000,USD,849000000,None,None,None,None,1498000000,2435000000,-245000000,None,None,-2658000000,-1855000000,None,None,None,None,863000000,863000000,None,None,None,None,-514000000,None,-3664000000,None,1741000000,USD,8917000000,12275000000,3358000000,3358000000,3071000000,366000000,2158000000,5846000000,None,-894000000,52000000,856000000,None,None,None,1498000000,2144000000,403000000,None,1741000000,None,3000000000,4498000000,1741000000,2022-12-12,1.21,1.17,0.04,3.4188,post-market,2746000000,2695000000
2023-01-31,82.4700,90.4900,82.2600,88.4600,85.5312,135703687,0.3200,USD,128469000000,17561000000,6813000000,6813000000,None,6197000000,110908000000,14351000000,None,11593000000,11593000000,61513000000,None,None,537000000,4014000000,None,132245000000,27106000000,1647000000,None,None,9746000000,105139000000,None,81173000000,9746000000,None,90919000000,-4120000000,5673000000,-4246000000,None,-30617000000,28148000000,2746000000,USD,849000000,None,None,None,None,1498000000,2435000000,-245000000,None,None,-2658000000,-1855000000,None,None,None,None,863000000,863000000,None,None,None,None,-514000000,None,-3664000000,None,1741000000,USD,8917000000,12275000000,3358000000,3358000000,3071000000,366000000,2158000000,5846000000,None,-894000000,52000000,856000000,None,None,None,1498000000,2144000000,403000000,None,1741000000,None,3000000000,4498000000,1741000000,2022-12-12,1.21,1.17,0.04,3.4188,post-market,2746000000,2695000000
2023-02-28,88.3700,91.2200,85.9800,87.4000,84.5063,122639893,0.0000,USD,131620000000,18696000000,8219000000,8219000000,None,6213000000,112924000000,16345000000,None,10707000000,10707000000,61499000000,None,None,550000000,3714000000,None,133532000000,22880000000,1610000000,None,None,5415000000,110652000000,None,86396000000,5415000000,None,91811000000,-4078000000,17442000000,-2421000000,None,-29721000000,28994000000,2776000000,USD,4275000000,None,None,None,None,1558000000,2628000000,-56000000,None,None,-2778000000,-105000000,None,None,None,None,863000000,863000000,None,None,None,None,-295000000,None,1392000000,None,1895000000,USD,8959000000,12398000000,3439000000,3439000000,3260000000,402000000,2146000000,5699000000,None,-818000000,90000000,907000000,None,None,None,1558000000,2218000000,322000000,None,2030000000,None,3126000000,4684000000,1896000000,2023-03-09,1.22,1.2,0.02,1.6667,post-market,2776000000,2698000000
2023-03-31,86.9000,93.0000,82.0400,92.9200,89.8436,189784007,0.0000,USD,131620000000,18696000000,8219000000,8219000000,None,6213000000,112924000000,16345000000,None,10707000000,10707000000,61499000000,None,None,550000000,3714000000,None,133532000000,22880000000,1610000000,None,None,5415000000,110652000000,None,86396000000,5415000000,None,91811000000,-4078000000,17442000000,-2421000000,None,-29721000000,28994000000,2776000000,USD,4275000000,None,None,None,None,1558000000,2628000000,-56000000,None,None,-2778000000,-105000000,None,None,None,None,863000000,863000000,None,None,None,None,-295000000,None,1392000000,None,1895000000,USD,8959000000,12398000000,3439000000,3439000000,3260000000,402000000,2146000000,5699000000,None,-818000000,90000000,907000000,None,None,None,1558000000,2218000000,322000000,None,2030000000,None,3126000000,4684000000,1896000000,2023-03-09,1.22,1.2,0.02,1.6667,post-market,2776000000,2698000000
2023-04-28,92.3800,96.7413,92.0900,94.7200,91.9747,130403715,0.4000,USD,131620000000,18696000000,8219000000,8219000000,None,6213000000,112924000000,16345000000,None,10707000000,10707000000,61499000000,None,None,550000000,3714000000,None,133532000000,22880000000,1610000000,None,None,5415000000,110652000000,None,86396000000,5415000000,None,91811000000,-4078000000,17442000000,-2421000000,None,-29721000000,28994000000,2776000000,USD,4275000000,None,None,None,None,1558000000,2628000000,-56000000,None,None,-2778000000,-105000000,None,None,None,None,863000000,863000000,None,None,None,None,-295000000,None,1392000000,None,1895000000,USD,8959000000,12398000000,3439000000,3439000000,3260000000,402000000,2146000000,5699000000,None,-818000000,90000000,907000000,None,None,None,1558000000,2218000000,322000000,None,2030000000,None,3126000000,4684000000,1896000000,2023-03-09,1.22,1.2,0.02,1.6667,post-market,2776000000,2698000000
